student_id,age,gender,city,state,university,course,branch,year_of_study,attendance_percentage,cgpa,study_hours_per_day,revision_frequency,online_courses,group_study,sleep_hours,screen_time_hours,physical_activity,part_time_job,exam_stress_level,motivation_level,parental_support,performance_category
4089,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,4,92.1,10.0,4.5,Daily,Yes,Yes,6.6,4.6,Low,No,7,7,High,Excellent
4090,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,2,78.8,9.7,3.0,Daily,Yes,Yes,7.8,8.5,High,No,3,4,Medium,Excellent
4091,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,66.7,8.8,5.0,Weekly,Yes,Yes,7.3,10.4,High,No,5,8,Medium,Excellent
4092,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,87.4,10.0,5.9,Daily,No,No,8.1,5.8,Medium,No,3,5,Medium,Excellent
4093,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,82.3,10.0,3.4,Daily,Yes,No,6.8,4.4,Low,No,2,6,Low,Excellent
4094,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,72.7,10.0,5.8,Weekly,Yes,Yes,8.2,3.0,Medium,No,5,9,Low,Excellent
4095,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,88.9,10.0,5.0,Daily,No,Yes,7.9,5.5,Low,No,7,9,High,Excellent
4096,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,90.3,9.5,6.6,Rare,Yes,Yes,9.0,5.3,Medium,No,5,4,Low,Excellent
4097,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,72.7,8.9,4.6,Daily,Yes,Yes,7.4,2.4,Medium,Yes,9,4,High,Excellent
4098,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,71.4,10.0,2.2,Daily,Yes,No,6.1,1.1,Medium,No,6,6,High,Excellent
4099,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,73.0,8.8,1.7,Weekly,No,Yes,6.9,6.9,Medium,Yes,4,6,Medium,Excellent
4100,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,59.1,8.2,4.8,Rare,No,Yes,7.3,2.6,Low,Yes,6,4,Low,Good
4101,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,76.2,9.1,5.1,Rare,Yes,No,5.8,3.0,Medium,No,10,7,Medium,Excellent
4102,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,72.7,9.6,4.7,Daily,Yes,No,7.7,3.4,Low,Yes,9,9,Low,Excellent
4103,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,75.7,9.2,5.6,Rare,Yes,No,5.6,12.0,Medium,No,5,7,Low,Excellent
4104,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,76.9,9.0,2.7,Daily,Yes,Yes,6.1,6.5,Low,No,5,5,High,Excellent
4105,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,70.0,9.6,3.1,Daily,Yes,No,7.9,6.5,Low,No,3,6,Low,Excellent
4106,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,70.4,8.9,2.7,Weekly,No,No,6.3,4.7,Medium,Yes,6,7,Medium,Excellent
4107,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,63.9,10.0,4.5,Daily,Yes,Yes,7.2,6.1,High,No,3,6,High,Excellent
4108,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,73.7,7.7,2.7,Weekly,Yes,Yes,5.5,8.1,Low,Yes,5,6,Medium,Good
4109,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,72.7,8.7,2.9,Daily,No,Yes,7.3,5.3,Medium,No,4,3,Medium,Excellent
4110,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,91.2,9.1,3.7,Weekly,Yes,No,7.6,5.5,Low,No,6,4,High,Excellent
4111,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,83.7,7.7,0.6,Weekly,No,Yes,6.5,9.7,Low,Yes,6,9,Medium,Good
4112,19,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,87.7,10.0,4.4,Weekly,No,No,6.9,3.5,High,No,8,10,High,Excellent
4113,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,73.3,7.8,3.0,Rare,No,No,7.3,3.6,Low,Yes,5,3,Low,Good
4114,23,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,2,71.6,9.0,3.2,Daily,No,Yes,6.9,8.0,High,Yes,6,8,Medium,Excellent
4115,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,1,44.3,7.8,4.5,Weekly,No,No,5.8,5.3,Low,No,7,3,Medium,Good
4116,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,92.5,8.4,2.1,Rare,Yes,Yes,5.2,5.9,High,No,7,7,High,Good
4117,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,3,74.9,7.6,4.3,Rare,No,No,7.5,9.1,Medium,Yes,5,2,Low,Good
4118,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,80.8,8.7,4.7,Weekly,Yes,Yes,8.3,6.0,Low,Yes,8,7,Medium,Excellent
4119,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,84.2,9.6,2.4,Daily,Yes,No,7.9,6.3,Low,Yes,6,9,Medium,Excellent
4120,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,2,77.2,9.4,3.3,Daily,No,Yes,7.3,8.7,Low,No,4,5,Medium,Excellent
4121,19,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,80.2,7.3,2.6,Weekly,No,No,5.3,6.4,Medium,No,8,6,Medium,Average
4122,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,70.4,8.3,0.5,Weekly,Yes,No,6.9,7.0,Low,No,8,10,Low,Good
4123,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,65.2,10.0,5.9,Rare,No,Yes,8.3,5.3,High,Yes,7,7,High,Excellent
4124,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,70.5,10.0,2.8,Rare,No,Yes,7.9,2.2,Low,Yes,1,8,High,Excellent
4125,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,64.9,7.3,0.9,Rare,No,No,6.4,6.7,Medium,Yes,4,8,Medium,Average
4126,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,85.0,10.0,2.9,Daily,Yes,No,6.7,4.7,High,Yes,4,7,High,Excellent
4127,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,71.8,8.1,3.2,Daily,Yes,No,8.6,3.2,Low,Yes,9,6,Medium,Good
4128,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,57.3,10.0,5.6,Weekly,Yes,No,8.9,8.2,Low,No,1,8,Low,Excellent
4129,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,63.9,10.0,5.0,Daily,Yes,Yes,8.8,6.1,Low,No,3,8,High,Excellent
4130,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,3,66.1,7.5,5.0,Rare,No,Yes,6.2,6.8,Medium,No,9,3,Medium,Good
4131,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,3,76.2,10.0,4.3,Weekly,No,No,6.2,3.6,Medium,No,2,8,Medium,Excellent
4132,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,1,73.1,7.4,1.8,Rare,Yes,No,7.7,6.7,Medium,Yes,5,7,Medium,Average
4133,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,90.9,10.0,4.6,Daily,No,Yes,6.6,6.1,Low,No,9,9,Medium,Excellent
4134,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,69.3,9.9,3.7,Weekly,No,No,7.4,5.7,Medium,No,5,9,Medium,Excellent
4135,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,67.0,10.0,3.9,Weekly,Yes,No,9.0,4.0,High,Yes,5,10,High,Excellent
4136,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,96.8,10.0,2.1,Weekly,Yes,Yes,6.7,5.0,Medium,No,2,9,Medium,Excellent
4137,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,3,73.6,10.0,4.9,Daily,Yes,Yes,7.1,4.4,Medium,No,6,8,Medium,Excellent
4138,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,88.2,8.5,3.2,Weekly,Yes,No,8.6,4.5,Medium,Yes,4,4,Medium,Excellent
4139,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,64.7,9.9,3.6,Daily,No,Yes,7.6,3.1,Medium,No,4,7,Low,Excellent
4140,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,88.9,10.0,6.2,Daily,Yes,Yes,7.4,5.7,Low,No,4,8,Medium,Excellent
4141,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,87.1,9.1,2.6,Weekly,Yes,No,6.1,5.7,Low,Yes,7,7,High,Excellent
4142,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,82.7,10.0,3.3,Daily,No,Yes,7.6,4.7,Medium,No,7,8,Medium,Excellent
4143,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,82.6,8.2,5.3,Weekly,Yes,Yes,4.7,7.7,High,No,9,5,Medium,Good
4144,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,68.7,8.6,2.5,Weekly,Yes,Yes,7.2,4.4,Medium,No,7,4,High,Excellent
4145,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,2,94.6,10.0,5.2,Daily,No,No,6.5,3.5,High,No,7,5,Low,Excellent
4146,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,84.8,8.9,2.5,Rare,No,Yes,7.0,6.0,Medium,No,6,7,High,Excellent
4147,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,3,59.4,9.1,3.7,Rare,Yes,Yes,6.8,4.6,Medium,No,6,8,Medium,Excellent
4148,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,74.4,7.8,4.9,Rare,Yes,Yes,8.6,4.4,Low,Yes,8,3,Low,Good
4149,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,93.6,9.1,2.8,Weekly,Yes,Yes,6.7,5.7,Low,No,2,2,Low,Excellent
4150,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,3,84.1,9.3,1.6,Weekly,No,No,7.5,4.0,Low,No,6,8,Low,Excellent
4151,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,76.5,9.4,3.2,Daily,No,Yes,7.1,3.3,Low,No,5,5,Medium,Excellent
4152,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,63.2,7.6,1.8,Rare,Yes,No,8.1,2.0,Medium,No,7,5,Low,Good
4153,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,76.7,9.6,4.4,Weekly,Yes,Yes,7.1,5.8,Low,No,5,7,Medium,Excellent
4154,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,4,78.7,8.8,3.8,Weekly,No,Yes,5.2,6.0,Medium,No,3,7,Medium,Excellent
4155,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,74.6,7.1,2.2,Weekly,Yes,Yes,6.7,7.1,Medium,No,7,5,Low,Average
4156,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,80.9,10.0,5.0,Daily,No,Yes,8.1,6.3,High,No,7,10,High,Excellent
4157,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,4,69.9,8.7,4.9,Weekly,No,No,7.5,7.3,Low,No,8,7,Medium,Excellent
4158,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,2,75.0,9.1,3.8,Rare,Yes,Yes,7.3,6.5,Medium,No,7,8,High,Excellent
4159,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,81.8,10.0,6.9,Rare,Yes,Yes,7.3,5.4,High,No,7,7,Medium,Excellent
4160,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,81.9,10.0,5.5,Daily,Yes,No,7.2,9.0,Low,No,8,8,Low,Excellent
4161,23,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,3,88.8,10.0,2.2,Daily,Yes,Yes,7.2,5.5,Low,No,10,9,Medium,Excellent
4162,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,89.0,7.5,1.5,Weekly,Yes,No,5.4,5.2,High,No,9,4,Medium,Good
4163,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,86.5,10.0,6.8,Weekly,No,Yes,7.0,5.1,High,No,3,5,Low,Excellent
4164,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,97.6,8.9,3.6,Weekly,Yes,No,9.0,4.3,Medium,No,5,4,Low,Excellent
4165,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,3,83.7,9.2,4.8,Rare,No,No,8.3,8.2,Low,No,3,5,Low,Excellent
4166,25,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,85.7,9.1,3.7,Rare,No,No,7.7,4.8,Medium,Yes,6,8,Medium,Excellent
4167,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,77.2,8.9,3.0,Daily,No,Yes,5.6,4.9,Medium,No,3,4,Medium,Excellent
4168,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,4,92.9,9.2,1.2,Weekly,Yes,Yes,8.6,3.7,High,No,7,7,Medium,Excellent
4169,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,59.9,8.4,2.3,Daily,No,No,7.4,9.9,Low,No,3,6,High,Good
4170,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,3,58.7,9.8,5.7,Weekly,Yes,No,7.0,7.8,Medium,No,5,6,High,Excellent
4171,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,79.7,10.0,2.3,Weekly,Yes,Yes,6.5,4.0,Medium,No,4,9,High,Excellent
4172,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,82.0,9.2,3.0,Daily,Yes,No,8.4,6.3,High,No,5,5,High,Excellent
4173,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,81.5,9.9,4.1,Daily,No,Yes,6.4,5.7,Medium,No,7,8,High,Excellent
4174,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,64.1,9.8,3.8,Daily,Yes,Yes,7.9,5.4,Medium,Yes,4,5,Low,Excellent
4175,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,85.3,9.1,4.0,Rare,Yes,No,7.0,4.2,Medium,No,3,5,Medium,Excellent
4176,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,2,77.0,9.3,3.5,Weekly,Yes,No,6.4,7.0,High,No,5,6,High,Excellent
4177,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,72.7,10.0,5.9,Weekly,No,Yes,6.8,5.8,Medium,Yes,7,8,High,Excellent
4178,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,1,84.6,6.9,3.4,Rare,Yes,No,6.5,5.7,Low,Yes,8,3,Medium,Average
4179,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,69.7,7.7,2.9,Daily,No,Yes,8.8,5.4,Low,No,6,3,Low,Good
4180,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,94.7,10.0,3.8,Daily,No,No,6.7,7.0,Low,No,1,6,Medium,Excellent
4181,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,56.1,9.5,2.6,Daily,Yes,No,7.0,4.5,Medium,No,5,8,Medium,Excellent
4182,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,1,87.4,9.7,3.9,Weekly,Yes,No,7.3,4.2,Medium,Yes,1,4,Low,Excellent
4183,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,69.6,8.8,3.7,Daily,No,Yes,7.9,8.2,High,No,7,4,High,Excellent
4184,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,62.2,9.5,5.5,Rare,Yes,Yes,6.0,6.6,Medium,No,6,6,Medium,Excellent
4185,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,61.6,8.8,4.0,Daily,No,No,6.8,7.1,Medium,No,7,6,Medium,Excellent
4186,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,2,95.9,9.9,2.9,Daily,No,Yes,6.3,7.8,Low,No,4,7,Medium,Excellent
4187,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,100.0,10.0,5.4,Rare,No,Yes,8.0,7.1,Medium,No,4,7,High,Excellent
4188,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,2,78.9,8.8,2.9,Weekly,No,No,7.3,4.9,High,No,7,2,Medium,Excellent
4189,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,67.3,8.2,4.1,Weekly,No,Yes,7.5,10.2,Medium,No,6,6,Medium,Good
4190,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,100.0,10.0,3.2,Daily,No,No,7.5,5.9,Low,Yes,5,10,Low,Excellent
4191,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,3,81.2,9.1,5.3,Rare,Yes,No,7.2,7.0,Medium,No,7,6,Medium,Excellent
4192,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,58.4,9.7,3.7,Daily,No,No,5.4,5.9,Low,No,5,8,High,Excellent
4193,20,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,76.1,8.6,5.1,Daily,Yes,No,5.4,4.2,Medium,No,8,5,High,Excellent
4194,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,88.8,10.0,4.6,Daily,No,Yes,7.1,9.3,Medium,No,8,9,Medium,Excellent
4195,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,74.0,8.9,1.6,Daily,No,No,7.5,7.2,Medium,No,5,7,Medium,Excellent
4196,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,4,69.2,8.9,1.9,Daily,Yes,Yes,6.8,7.7,Medium,No,3,8,Low,Excellent
4197,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,1,63.9,8.3,0.5,Weekly,Yes,Yes,7.4,5.6,Medium,No,3,5,Medium,Good
4198,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,76.0,9.1,2.9,Daily,Yes,Yes,6.4,4.8,Medium,No,4,4,High,Excellent
4199,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,71.6,7.3,1.9,Rare,Yes,Yes,7.8,8.5,Medium,No,5,6,Medium,Average
4200,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,95.4,9.2,3.3,Weekly,No,Yes,6.5,6.7,Low,No,6,5,Low,Excellent
4201,21,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,70.1,10.0,7.3,Rare,Yes,No,5.5,4.3,Medium,Yes,6,10,Medium,Excellent
4202,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CSE,3,83.5,10.0,3.1,Daily,No,No,7.7,5.9,High,No,4,10,Low,Excellent
4203,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,3,87.3,7.0,2.4,Weekly,No,Yes,8.9,3.3,Medium,Yes,8,2,Medium,Average
4204,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,1,70.5,9.4,3.5,Weekly,Yes,No,6.2,1.9,Low,No,6,6,Low,Excellent
4205,20,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,2,87.5,10.0,3.4,Daily,No,No,8.0,4.4,Medium,Yes,4,9,Medium,Excellent
4206,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,1,69.1,9.5,2.0,Daily,Yes,Yes,8.3,8.5,High,Yes,5,10,Medium,Excellent
4207,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,3,75.2,8.7,3.5,Daily,No,No,7.1,8.5,Medium,No,4,3,Medium,Excellent
4208,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,4,100.0,10.0,4.9,Daily,Yes,No,6.5,8.4,High,No,7,7,High,Excellent
4209,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,2,57.0,8.9,5.5,Rare,No,No,4.0,5.1,Low,No,2,5,Medium,Excellent
4210,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,4,50.3,8.8,3.8,Daily,No,Yes,9.0,5.3,High,No,7,9,High,Excellent
4211,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Physics,4,65.2,7.5,2.3,Daily,Yes,No,8.7,6.4,Medium,Yes,7,6,High,Good
4212,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,90.5,10.0,4.0,Daily,Yes,Yes,7.5,3.5,High,Yes,7,9,Medium,Excellent
4213,17,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,3,94.4,7.6,2.1,Daily,Yes,Yes,7.4,7.9,Medium,No,8,2,Medium,Good
4214,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,4,92.4,10.0,4.2,Weekly,Yes,Yes,8.4,7.1,Medium,No,5,6,Medium,Excellent
4215,18,Other,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,3,87.1,9.8,2.6,Daily,No,Yes,6.2,8.0,Medium,No,4,7,High,Excellent
4216,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,82.8,10.0,3.7,Weekly,No,Yes,5.1,4.6,Low,No,2,7,High,Excellent
4217,21,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,2,87.9,10.0,2.7,Daily,No,Yes,7.5,6.0,Low,No,6,8,Low,Excellent
4218,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,63.9,6.5,3.2,Rare,Yes,No,6.8,6.6,Medium,Yes,7,2,High,Average
4219,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Biology,3,90.5,10.0,3.2,Daily,Yes,No,6.5,7.1,Medium,Yes,4,6,High,Excellent
4220,22,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,73.9,9.6,3.2,Weekly,No,Yes,6.4,2.1,Low,No,8,10,Medium,Excellent
4221,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,2,75.3,9.4,3.6,Weekly,No,No,5.9,5.1,High,No,8,6,Medium,Excellent
4222,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,67.1,8.8,2.6,Rare,Yes,Yes,7.2,3.8,High,No,3,4,Low,Excellent
4223,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,MBA,NA,1,89.8,7.0,2.2,Rare,Yes,Yes,4.5,5.7,Low,No,9,6,Medium,Average
4224,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,2,90.0,9.2,2.3,Daily,No,Yes,8.5,7.3,Medium,Yes,4,8,Medium,Excellent
4225,17,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,69.3,8.7,4.7,Rare,No,No,8.1,5.2,High,No,2,3,Medium,Excellent
4226,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,IT,2,80.7,10.0,6.4,Weekly,No,Yes,7.8,3.7,Medium,Yes,4,5,Medium,Excellent
4227,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,4,73.3,9.3,5.8,Weekly,Yes,Yes,9.0,5.3,Medium,No,5,5,Medium,Excellent
4228,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Chemistry,4,86.8,8.9,1.2,Daily,Yes,No,6.5,6.7,Medium,No,7,10,Medium,Excellent
4229,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,4,55.3,7.8,1.8,Weekly,Yes,No,5.2,5.0,Medium,No,5,7,Medium,Good
4230,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,4,79.1,8.8,2.0,Daily,Yes,No,5.3,7.2,Medium,Yes,9,10,Medium,Excellent
4231,22,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,CE,4,82.6,9.2,4.0,Daily,Yes,Yes,7.1,5.8,Medium,Yes,7,5,High,Excellent
4232,18,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BA,English,3,82.7,8.2,2.1,Rare,Yes,No,7.0,7.0,Low,No,7,8,Low,Good
4233,20,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ECE,3,73.1,6.2,0.5,Weekly,Yes,Yes,7.5,6.6,Medium,Yes,8,6,Medium,Average
4234,19,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BSc,Mathematics,1,86.9,10.0,4.2,Daily,Yes,No,6.9,2.7,Medium,Yes,3,7,Medium,Excellent
4235,19,Male,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BBA,NA,1,78.4,8.8,5.2,Weekly,No,No,7.6,7.9,Medium,No,6,4,High,Excellent
4236,18,Female,Dehradun,Uttarakhand,Graphic Era Deemed to be University,BTech,ME,3,83.9,7.6,2.5,Rare,Yes,No,6.6,6.0,Medium,No,9,7,Medium,Good
