State,District,Year,Crime_Type,Cases_Reported,Chargesheeted,Convictions,Population,Crime_Rate_per_100k
Gujarat,Jamnagar,2017,Robbery,968,892,434,3787611,25.56
Gujarat,Jamnagar,2017,Assault,522,457,241,3787611,13.78
Gujarat,Jamnagar,2017,Burglary,196,164,69,3787611,5.17
Gujarat,Jamnagar,2017,Cybercrime,1086,829,509,3787611,28.67
Gujarat,Jamnagar,2017,Dowry Deaths,637,459,278,3787611,16.82
Gujarat,Jamnagar,2017,Fraud,658,623,224,3787611,17.37
Gujarat,Jamnagar,2018,Murder,890,608,319,3787611,23.5
Gujarat,Jamnagar,2018,Rape,413,328,232,3787611,10.9
Gujarat,Jamnagar,2018,Kidnapping,282,192,106,3787611,7.45
Gujarat,Jamnagar,2018,Theft,362,291,116,3787611,9.56
Gujarat,Jamnagar,2018,Robbery,291,265,94,3787611,7.68
Gujarat,Jamnagar,2018,Assault,302,254,148,3787611,7.97
Gujarat,Jamnagar,2018,Burglary,104,88,47,3787611,2.75
Gujarat,Jamnagar,2018,Cybercrime,697,530,311,3787611,18.4
Gujarat,Jamnagar,2018,Dowry Deaths,792,523,293,3787611,20.91
Gujarat,Jamnagar,2018,Fraud,745,675,244,3787611,19.67
Gujarat,Jamnagar,2019,Murder,576,477,353,3787611,15.21
Gujarat,Jamnagar,2019,Rape,899,713,327,3787611,23.74
Gujarat,Jamnagar,2019,Kidnapping,1189,943,524,3787611,31.39
Gujarat,Jamnagar,2019,Theft,967,667,328,3787611,25.53
Gujarat,Jamnagar,2019,Robbery,116,97,69,3787611,3.06
Gujarat,Jamnagar,2019,Assault,404,266,119,3787611,10.67
Gujarat,Jamnagar,2019,Burglary,612,478,307,3787611,16.16
Gujarat,Jamnagar,2019,Cybercrime,1160,780,559,3787611,30.63
Gujarat,Jamnagar,2019,Dowry Deaths,297,253,126,3787611,7.84
Gujarat,Jamnagar,2019,Fraud,164,152,97,3787611,4.33
Gujarat,Jamnagar,2020,Murder,945,746,461,3787611,24.95
Gujarat,Jamnagar,2020,Rape,356,234,114,3787611,9.4
Gujarat,Jamnagar,2020,Kidnapping,784,660,362,3787611,20.7
Gujarat,Jamnagar,2020,Theft,820,559,377,3787611,21.65
Gujarat,Jamnagar,2020,Robbery,252,190,70,3787611,6.65
Gujarat,Jamnagar,2020,Assault,718,490,275,3787611,18.96
Gujarat,Jamnagar,2020,Burglary,586,422,278,3787611,15.47
Gujarat,Jamnagar,2020,Cybercrime,871,625,277,3787611,23
Gujarat,Jamnagar,2020,Dowry Deaths,817,646,458,3787611,21.57
Gujarat,Jamnagar,2020,Fraud,1113,916,469,3787611,29.39
Gujarat,Jamnagar,2021,Murder,969,779,556,3787611,25.58
Gujarat,Jamnagar,2021,Rape,259,237,84,3787611,6.84
Gujarat,Jamnagar,2021,Kidnapping,263,180,72,3787611,6.94
Gujarat,Jamnagar,2021,Theft,316,254,164,3787611,8.34
Gujarat,Jamnagar,2021,Robbery,105,74,33,3787611,2.77
Gujarat,Jamnagar,2021,Assault,834,688,469,3787611,22.02
Gujarat,Jamnagar,2021,Burglary,487,441,306,3787611,12.86
Gujarat,Jamnagar,2021,Cybercrime,1133,1036,732,3787611,29.91
Gujarat,Jamnagar,2021,Dowry Deaths,738,496,331,3787611,19.48
Gujarat,Jamnagar,2021,Fraud,894,743,329,3787611,23.6
Gujarat,Jamnagar,2022,Murder,391,273,97,3787611,10.32
Gujarat,Jamnagar,2022,Rape,897,598,429,3787611,23.68
Gujarat,Jamnagar,2022,Kidnapping,989,783,340,3787611,26.11
Gujarat,Jamnagar,2022,Theft,1187,1074,588,3787611,31.34
Gujarat,Jamnagar,2022,Robbery,385,318,187,3787611,10.16
Gujarat,Jamnagar,2022,Assault,913,663,297,3787611,24.1
Gujarat,Jamnagar,2022,Burglary,988,934,579,3787611,26.09
Gujarat,Jamnagar,2022,Cybercrime,444,345,173,3787611,11.72
Gujarat,Jamnagar,2022,Dowry Deaths,1052,728,478,3787611,27.77
Gujarat,Jamnagar,2022,Fraud,305,278,119,3787611,8.05
Gujarat,Jamnagar,2023,Murder,210,190,134,3787611,5.54
Gujarat,Jamnagar,2023,Rape,643,607,243,3787611,16.98
Gujarat,Jamnagar,2023,Kidnapping,1032,862,514,3787611,27.25
Gujarat,Jamnagar,2023,Theft,1014,802,441,3787611,26.77
Gujarat,Jamnagar,2023,Robbery,66,58,31,3787611,1.74
Gujarat,Jamnagar,2023,Assault,691,635,264,3787611,18.24
Gujarat,Jamnagar,2023,Burglary,954,720,506,3787611,25.19
Gujarat,Jamnagar,2023,Cybercrime,317,293,129,3787611,8.37
Gujarat,Jamnagar,2023,Dowry Deaths,1164,932,564,3787611,30.73
Gujarat,Jamnagar,2023,Fraud,215,158,92,3787611,5.68
Gujarat,Junagadh,2014,Murder,334,294,145,6652604,5.02
Gujarat,Junagadh,2014,Rape,279,197,109,6652604,4.19
Gujarat,Junagadh,2014,Kidnapping,639,483,177,6652604,9.61
Gujarat,Junagadh,2014,Theft,716,470,234,6652604,10.76
Gujarat,Junagadh,2014,Robbery,776,520,316,6652604,11.66
Gujarat,Junagadh,2014,Assault,1088,924,584,6652604,16.35
Gujarat,Junagadh,2014,Burglary,48,36,25,6652604,0.72
Gujarat,Junagadh,2014,Cybercrime,591,454,231,6652604,8.88
Gujarat,Junagadh,2014,Dowry Deaths,339,249,130,6652604,5.1
Gujarat,Junagadh,2014,Fraud,576,422,212,6652604,8.66
Gujarat,Junagadh,2015,Murder,392,337,252,6652604,5.89
Gujarat,Junagadh,2015,Rape,193,135,73,6652604,2.9
Gujarat,Junagadh,2015,Kidnapping,297,254,154,6652604,4.46
Gujarat,Junagadh,2015,Theft,920,860,515,6652604,13.83
Gujarat,Junagadh,2015,Robbery,796,545,214,6652604,11.97
Gujarat,Junagadh,2015,Assault,526,483,331,6652604,7.91
Gujarat,Junagadh,2015,Burglary,773,645,378,6652604,11.62
Gujarat,Junagadh,2015,Cybercrime,956,665,488,6652604,14.37
Gujarat,Junagadh,2015,Dowry Deaths,877,801,354,6652604,13.18
Gujarat,Junagadh,2015,Fraud,606,398,191,6652604,9.11
Gujarat,Junagadh,2016,Murder,496,439,257,6652604,7.46
Gujarat,Junagadh,2016,Rape,354,266,102,6652604,5.32
Gujarat,Junagadh,2016,Kidnapping,644,497,283,6652604,9.68
Gujarat,Junagadh,2016,Theft,219,188,116,6652604,3.29
Gujarat,Junagadh,2016,Robbery,1125,1010,619,6652604,16.91
Gujarat,Junagadh,2016,Assault,276,255,113,6652604,4.15
Gujarat,Junagadh,2016,Burglary,300,267,178,6652604,4.51
Gujarat,Junagadh,2016,Cybercrime,939,879,437,6652604,14.11
Gujarat,Junagadh,2016,Dowry Deaths,832,722,266,6652604,12.51
Gujarat,Junagadh,2016,Fraud,1170,765,433,6652604,17.59
Gujarat,Junagadh,2017,Murder,1003,796,563,6652604,15.08
Gujarat,Junagadh,2017,Rape,557,525,321,6652604,8.37
Gujarat,Junagadh,2017,Kidnapping,55,40,25,6652604,0.83
Gujarat,Junagadh,2017,Theft,730,561,274,6652604,10.97
Gujarat,Junagadh,2017,Robbery,750,579,410,6652604,11.27
Gujarat,Junagadh,2017,Assault,976,905,572,6652604,14.67
Gujarat,Junagadh,2017,Burglary,799,552,399,6652604,12.01
Gujarat,Junagadh,2017,Cybercrime,930,720,472,6652604,13.98
Gujarat,Junagadh,2017,Dowry Deaths,654,583,210,6652604,9.83
Gujarat,Junagadh,2017,Fraud,333,271,107,6652604,5.01
Gujarat,Junagadh,2018,Murder,1190,789,287,6652604,17.89
Gujarat,Junagadh,2018,Rape,1182,1005,395,6652604,17.77
Gujarat,Junagadh,2018,Kidnapping,395,283,189,6652604,5.94
Gujarat,Junagadh,2018,Theft,997,697,504,6652604,14.99
Gujarat,Junagadh,2018,Robbery,581,543,235,6652604,8.73
Gujarat,Junagadh,2018,Assault,955,898,454,6652604,14.36
Gujarat,Junagadh,2018,Burglary,492,443,278,6652604,7.4
Gujarat,Junagadh,2018,Cybercrime,422,310,148,6652604,6.34
Gujarat,Junagadh,2018,Dowry Deaths,706,653,268,6652604,10.61
Gujarat,Junagadh,2018,Fraud,999,759,370,6652604,15.02
Gujarat,Junagadh,2019,Murder,732,640,308,6652604,11
Gujarat,Junagadh,2019,Rape,839,719,417,6652604,12.61
Gujarat,Junagadh,2019,Kidnapping,500,399,140,6652604,7.52
Gujarat,Junagadh,2019,Theft,330,248,116,6652604,4.96
Gujarat,Junagadh,2019,Robbery,985,817,439,6652604,14.81
Gujarat,Junagadh,2019,Assault,1168,831,549,6652604,17.56
Gujarat,Junagadh,2019,Burglary,1151,830,322,6652604,17.3
Gujarat,Junagadh,2019,Cybercrime,389,364,198,6652604,5.85
Gujarat,Junagadh,2019,Dowry Deaths,791,547,230,6652604,11.89
Gujarat,Junagadh,2019,Fraud,183,126,76,6652604,2.75
Gujarat,Junagadh,2020,Murder,854,602,388,6652604,12.84
Gujarat,Junagadh,2020,Rape,831,786,569,6652604,12.49
Gujarat,Junagadh,2020,Kidnapping,411,287,150,6652604,6.18
Gujarat,Junagadh,2020,Theft,1131,852,533,6652604,17
Gujarat,Junagadh,2020,Robbery,859,784,369,6652604,12.91
Gujarat,Junagadh,2020,Assault,162,133,54,6652604,2.44
Gujarat,Junagadh,2020,Burglary,778,660,303,6652604,11.69
Gujarat,Junagadh,2020,Cybercrime,123,83,38,6652604,1.85
Gujarat,Junagadh,2020,Dowry Deaths,515,335,247,6652604,7.74
Gujarat,Junagadh,2020,Fraud,721,516,214,6652604,10.84
Gujarat,Junagadh,2021,Murder,945,680,357,6652604,14.2
Gujarat,Junagadh,2021,Rape,241,161,97,6652604,3.62
Gujarat,Junagadh,2021,Kidnapping,29,23,14,6652604,0.44
Gujarat,Junagadh,2021,Theft,902,679,490,6652604,13.56
Gujarat,Junagadh,2021,Robbery,365,288,118,6652604,5.49
Gujarat,Junagadh,2021,Assault,54,39,17,6652604,0.81
Gujarat,Junagadh,2021,Burglary,90,65,35,6652604,1.35
Gujarat,Junagadh,2021,Cybercrime,249,217,125,6652604,3.74
Gujarat,Junagadh,2021,Dowry Deaths,1038,819,454,6652604,15.6
Gujarat,Junagadh,2021,Fraud,138,118,84,6652604,2.07
Gujarat,Junagadh,2022,Murder,688,482,283,6652604,10.34
Gujarat,Junagadh,2022,Rape,526,393,282,6652604,7.91
Gujarat,Junagadh,2022,Kidnapping,663,606,443,6652604,9.97
Gujarat,Junagadh,2022,Theft,103,86,52,6652604,1.55
Gujarat,Junagadh,2022,Robbery,627,426,158,6652604,9.42
Gujarat,Junagadh,2022,Assault,323,297,215,6652604,4.86
Gujarat,Junagadh,2022,Burglary,24,16,10,6652604,0.36
Gujarat,Junagadh,2022,Cybercrime,1014,672,422,6652604,15.24
Gujarat,Junagadh,2022,Dowry Deaths,830,621,463,6652604,12.48
Gujarat,Junagadh,2022,Fraud,1063,751,317,6652604,15.98
Gujarat,Junagadh,2023,Murder,483,359,154,6652604,7.26
Gujarat,Junagadh,2023,Rape,133,114,70,6652604,2
Gujarat,Junagadh,2023,Kidnapping,995,758,344,6652604,14.96
Gujarat,Junagadh,2023,Theft,1146,1054,714,6652604,17.23
Gujarat,Junagadh,2023,Robbery,59,45,25,6652604,0.89
Gujarat,Junagadh,2023,Assault,869,737,458,6652604,13.06
Gujarat,Junagadh,2023,Burglary,151,104,37,6652604,2.27
Gujarat,Junagadh,2023,Cybercrime,183,126,60,6652604,2.75
Gujarat,Junagadh,2023,Dowry Deaths,1056,902,503,6652604,15.87
Gujarat,Junagadh,2023,Fraud,868,743,419,6652604,13.05
Gujarat,Gandhinagar,2014,Murder,222,161,84,4019887,5.52
Gujarat,Gandhinagar,2014,Rape,406,319,144,4019887,10.1
Gujarat,Gandhinagar,2014,Kidnapping,1155,896,410,4019887,28.73
Gujarat,Gandhinagar,2014,Theft,715,520,354,4019887,17.79
Gujarat,Gandhinagar,2014,Robbery,1181,787,378,4019887,29.38
Gujarat,Gandhinagar,2014,Assault,489,414,213,4019887,12.16
Gujarat,Gandhinagar,2014,Burglary,647,581,404,4019887,16.09
Gujarat,Gandhinagar,2014,Cybercrime,95,81,30,4019887,2.36
Gujarat,Gandhinagar,2014,Dowry Deaths,314,254,182,4019887,7.81
Gujarat,Gandhinagar,2014,Fraud,56,37,26,4019887,1.39
Gujarat,Gandhinagar,2015,Murder,380,266,158,4019887,9.45
Gujarat,Gandhinagar,2015,Rape,387,362,189,4019887,9.63
Gujarat,Gandhinagar,2015,Kidnapping,799,676,251,4019887,19.88
Gujarat,Gandhinagar,2015,Theft,435,333,146,4019887,10.82
Gujarat,Gandhinagar,2015,Robbery,836,780,581,4019887,20.8
Gujarat,Gandhinagar,2015,Assault,1005,910,545,4019887,25
Gujarat,Gandhinagar,2015,Burglary,168,116,79,4019887,4.18
Gujarat,Gandhinagar,2015,Cybercrime,568,467,241,4019887,14.13
Gujarat,Gandhinagar,2015,Dowry Deaths,310,230,145,4019887,7.71
Gujarat,Gandhinagar,2015,Fraud,605,394,189,4019887,15.05
Gujarat,Gandhinagar,2016,Murder,538,401,284,4019887,13.38
Gujarat,Gandhinagar,2016,Rape,233,156,74,4019887,5.8
Gujarat,Gandhinagar,2016,Kidnapping,381,300,188,4019887,9.48
Gujarat,Gandhinagar,2016,Theft,647,582,353,4019887,16.09
Gujarat,Gandhinagar,2016,Robbery,1138,1022,400,4019887,28.31
Gujarat,Gandhinagar,2016,Assault,92,81,41,4019887,2.29
Gujarat,Gandhinagar,2016,Burglary,130,121,75,4019887,3.23
Gujarat,Gandhinagar,2016,Cybercrime,686,528,393,4019887,17.07
Gujarat,Gandhinagar,2016,Dowry Deaths,921,825,404,4019887,22.91
Gujarat,Gandhinagar,2016,Fraud,793,706,471,4019887,19.73
Gujarat,Gandhinagar,2017,Murder,928,619,259,4019887,23.09
Gujarat,Gandhinagar,2017,Rape,691,638,428,4019887,17.19
Gujarat,Gandhinagar,2017,Kidnapping,453,375,194,4019887,11.27
Gujarat,Gandhinagar,2017,Theft,1074,760,394,4019887,26.72
Gujarat,Gandhinagar,2017,Robbery,168,130,94,4019887,4.18
Gujarat,Gandhinagar,2017,Assault,140,97,69,4019887,3.48
Gujarat,Gandhinagar,2017,Burglary,249,214,133,4019887,6.19
Gujarat,Gandhinagar,2017,Cybercrime,718,617,343,4019887,17.86
Gujarat,Gandhinagar,2017,Dowry Deaths,865,730,258,4019887,21.52
Gujarat,Gandhinagar,2017,Fraud,504,356,249,4019887,12.54
Gujarat,Gandhinagar,2018,Murder,987,715,443,4019887,24.55
Gujarat,Gandhinagar,2018,Rape,831,635,419,4019887,20.67
Gujarat,Gandhinagar,2018,Kidnapping,1141,1011,410,4019887,28.38
Gujarat,Gandhinagar,2018,Theft,520,458,244,4019887,12.94
Gujarat,Gandhinagar,2018,Robbery,1053,775,298,4019887,26.19
Gujarat,Gandhinagar,2018,Assault,255,183,128,4019887,6.34
Gujarat,Gandhinagar,2018,Burglary,802,547,399,4019887,19.95
Gujarat,Gandhinagar,2018,Cybercrime,697,516,295,4019887,17.34
Gujarat,Gandhinagar,2018,Dowry Deaths,260,199,107,4019887,6.47
Gujarat,Gandhinagar,2018,Fraud,521,350,130,4019887,12.96
Gujarat,Gandhinagar,2019,Murder,517,423,173,4019887,12.86
Gujarat,Gandhinagar,2019,Rape,1077,915,647,4019887,26.79
Gujarat,Gandhinagar,2019,Kidnapping,851,799,451,4019887,21.17
Gujarat,Gandhinagar,2019,Theft,238,211,144,4019887,5.92
Gujarat,Gandhinagar,2019,Robbery,993,886,533,4019887,24.7
Gujarat,Gandhinagar,2019,Assault,350,259,131,4019887,8.71
Gujarat,Gandhinagar,2019,Burglary,915,739,502,4019887,22.76
Gujarat,Gandhinagar,2019,Cybercrime,964,684,430,4019887,23.98
Gujarat,Gandhinagar,2019,Dowry Deaths,109,73,29,4019887,2.71
Gujarat,Gandhinagar,2019,Fraud,220,156,64,4019887,5.47
Gujarat,Gandhinagar,2020,Murder,381,262,112,4019887,9.48
Gujarat,Gandhinagar,2020,Rape,693,514,308,4019887,17.24
Gujarat,Gandhinagar,2020,Kidnapping,675,568,210,4019887,16.79
Gujarat,Gandhinagar,2020,Theft,915,734,376,4019887,22.76
Gujarat,Gandhinagar,2020,Robbery,41,27,19,4019887,1.02
Gujarat,Gandhinagar,2020,Assault,20,15,5,4019887,0.5
Gujarat,Gandhinagar,2020,Burglary,654,504,309,4019887,16.27
Gujarat,Gandhinagar,2020,Cybercrime,1076,933,329,4019887,26.77
Gujarat,Gandhinagar,2020,Dowry Deaths,669,577,333,4019887,16.64
Gujarat,Gandhinagar,2020,Fraud,332,244,134,4019887,8.26
Gujarat,Gandhinagar,2021,Murder,834,740,432,4019887,20.75
Gujarat,Gandhinagar,2021,Rape,317,246,135,4019887,7.89
Gujarat,Gandhinagar,2021,Kidnapping,630,517,297,4019887,15.67
Gujarat,Gandhinagar,2021,Theft,747,486,293,4019887,18.58
Gujarat,Gandhinagar,2021,Robbery,470,393,138,4019887,11.69
Gujarat,Gandhinagar,2021,Assault,377,285,212,4019887,9.38
Gujarat,Gandhinagar,2021,Burglary,259,197,91,4019887,6.44
Gujarat,Gandhinagar,2021,Cybercrime,637,599,341,4019887,15.85
Gujarat,Gandhinagar,2021,Dowry Deaths,192,129,74,4019887,4.78
Gujarat,Gandhinagar,2021,Fraud,269,215,119,4019887,6.69
Gujarat,Gandhinagar,2022,Murder,355,257,153,4019887,8.83
Gujarat,Gandhinagar,2022,Rape,925,721,322,4019887,23.01
Gujarat,Gandhinagar,2022,Kidnapping,425,292,131,4019887,10.57
Gujarat,Gandhinagar,2022,Theft,1137,994,598,4019887,28.28
Gujarat,Gandhinagar,2022,Robbery,1186,883,615,4019887,29.5
Gujarat,Gandhinagar,2022,Assault,43,35,23,4019887,1.07
Gujarat,Gandhinagar,2022,Burglary,509,401,167,4019887,12.66
Gujarat,Gandhinagar,2022,Cybercrime,627,564,276,4019887,15.6
Gujarat,Gandhinagar,2022,Dowry Deaths,445,391,258,4019887,11.07
Gujarat,Gandhinagar,2022,Fraud,481,369,235,4019887,11.97
Gujarat,Gandhinagar,2023,Murder,291,249,118,4019887,7.24
Gujarat,Gandhinagar,2023,Rape,673,500,222,4019887,16.74
Gujarat,Gandhinagar,2023,Kidnapping,169,129,83,4019887,4.2
Gujarat,Gandhinagar,2023,Theft,720,494,315,4019887,17.91
Gujarat,Gandhinagar,2023,Robbery,513,338,138,4019887,12.76
Gujarat,Gandhinagar,2023,Assault,951,840,329,4019887,23.66
Gujarat,Gandhinagar,2023,Burglary,866,707,318,4019887,21.54
Gujarat,Gandhinagar,2023,Cybercrime,1200,1074,394,4019887,29.85
Gujarat,Gandhinagar,2023,Dowry Deaths,738,580,414,4019887,18.36
Gujarat,Gandhinagar,2023,Fraud,865,721,485,4019887,21.52
Gujarat,Kutch,2014,Murder,754,679,340,5616745,13.42
Gujarat,Kutch,2014,Rape,638,587,263,5616745,11.36
Gujarat,Kutch,2014,Kidnapping,967,750,285,5616745,17.22
Gujarat,Kutch,2014,Theft,801,554,330,5616745,14.26
Gujarat,Kutch,2014,Robbery,876,831,410,5616745,15.6
Gujarat,Kutch,2014,Assault,834,692,355,5616745,14.85
Gujarat,Kutch,2014,Burglary,960,741,367,5616745,17.09
Gujarat,Kutch,2014,Cybercrime,565,423,293,5616745,10.06
Gujarat,Kutch,2014,Dowry Deaths,438,408,163,5616745,7.8
Gujarat,Kutch,2014,Fraud,541,380,240,5616745,9.63
Gujarat,Kutch,2015,Murder,712,670,310,5616745,12.68
Gujarat,Kutch,2015,Rape,936,833,567,5616745,16.66
Gujarat,Kutch,2015,Kidnapping,1189,817,582,5616745,21.17
Gujarat,Kutch,2015,Theft,607,576,371,5616745,10.81
Gujarat,Kutch,2015,Robbery,132,121,56,5616745,2.35
Gujarat,Kutch,2015,Assault,195,148,54,5616745,3.47
Gujarat,Kutch,2015,Burglary,112,73,26,5616745,1.99
Gujarat,Kutch,2015,Cybercrime,566,376,255,5616745,10.08
Gujarat,Kutch,2015,Dowry Deaths,444,312,163,5616745,7.9
Gujarat,Kutch,2015,Fraud,769,628,227,5616745,13.69
Gujarat,Kutch,2016,Murder,604,470,204,5616745,10.75
Gujarat,Kutch,2016,Rape,1121,1050,398,5616745,19.96
Gujarat,Kutch,2016,Kidnapping,208,184,68,5616745,3.7
Gujarat,Kutch,2016,Theft,535,449,297,5616745,9.53
Gujarat,Kutch,2016,Robbery,491,456,198,5616745,8.74
Gujarat,Kutch,2016,Assault,41,34,12,5616745,0.73
Gujarat,Kutch,2016,Burglary,966,684,437,5616745,17.2
Gujarat,Kutch,2016,Cybercrime,500,392,159,5616745,8.9
Gujarat,Kutch,2016,Dowry Deaths,374,322,206,5616745,6.66
Gujarat,Kutch,2016,Fraud,520,403,171,5616745,9.26
Gujarat,Kutch,2017,Murder,220,188,79,5616745,3.92
Gujarat,Kutch,2017,Rape,1024,844,401,5616745,18.23
Gujarat,Kutch,2017,Kidnapping,46,34,12,5616745,0.82
Gujarat,Kutch,2017,Theft,222,167,62,5616745,3.95
Gujarat,Kutch,2017,Robbery,1029,820,363,5616745,18.32
Gujarat,Kutch,2017,Assault,708,616,332,5616745,12.61
Gujarat,Kutch,2017,Burglary,348,241,171,5616745,6.2
Gujarat,Kutch,2017,Cybercrime,803,761,385,5616745,14.3
Gujarat,Kutch,2017,Dowry Deaths,741,678,499,5616745,13.19
Gujarat,Kutch,2017,Fraud,27,24,10,5616745,0.48
Gujarat,Kutch,2018,Murder,377,270,117,5616745,6.71
Gujarat,Kutch,2018,Rape,182,146,92,5616745,3.24
Gujarat,Kutch,2018,Kidnapping,762,643,481,5616745,13.57
Gujarat,Kutch,2018,Theft,446,395,159,5616745,7.94
Gujarat,Kutch,2018,Robbery,817,761,390,5616745,14.55
Gujarat,Kutch,2018,Assault,671,581,233,5616745,11.95
Gujarat,Kutch,2018,Burglary,465,427,178,5616745,8.28
Gujarat,Kutch,2018,Cybercrime,295,249,119,5616745,5.25
Gujarat,Kutch,2018,Dowry Deaths,342,235,156,5616745,6.09
Gujarat,Kutch,2018,Fraud,1200,904,519,5616745,21.36
Gujarat,Kutch,2019,Murder,246,171,114,5616745,4.38
Gujarat,Kutch,2019,Rape,1181,871,564,5616745,21.03
Gujarat,Kutch,2019,Kidnapping,748,705,252,5616745,13.32
Gujarat,Kutch,2019,Theft,1033,710,348,5616745,18.39
Gujarat,Kutch,2019,Robbery,1141,894,588,5616745,20.31
Gujarat,Kutch,2019,Assault,413,389,167,5616745,7.35
Gujarat,Kutch,2019,Burglary,900,664,391,5616745,16.02
Gujarat,Kutch,2019,Cybercrime,864,781,561,5616745,15.38
Gujarat,Kutch,2019,Dowry Deaths,690,589,383,5616745,12.28
Gujarat,Kutch,2019,Fraud,481,385,173,5616745,8.56
Gujarat,Kutch,2020,Murder,225,202,151,5616745,4.01
Gujarat,Kutch,2020,Rape,376,348,251,5616745,6.69
Gujarat,Kutch,2020,Kidnapping,1030,974,697,5616745,18.34
Gujarat,Kutch,2020,Theft,441,314,164,5616745,7.85
Gujarat,Kutch,2020,Robbery,124,112,46,5616745,2.21
Gujarat,Kutch,2020,Assault,1104,849,448,5616745,19.66
Gujarat,Kutch,2020,Burglary,1116,829,520,5616745,19.87
Gujarat,Kutch,2020,Cybercrime,1132,841,350,5616745,20.15
Gujarat,Kutch,2020,Dowry Deaths,1088,819,584,5616745,19.37
Gujarat,Kutch,2020,Fraud,529,422,198,5616745,9.42
Gujarat,Kutch,2021,Murder,461,430,160,5616745,8.21
Gujarat,Kutch,2021,Rape,89,76,36,5616745,1.58
Gujarat,Kutch,2021,Kidnapping,664,532,241,5616745,11.82
Gujarat,Kutch,2021,Theft,598,478,356,5616745,10.65
Gujarat,Kutch,2021,Robbery,728,593,278,5616745,12.96
Gujarat,Kutch,2021,Assault,924,658,267,5616745,16.45
Gujarat,Kutch,2021,Burglary,502,427,202,5616745,8.94
Gujarat,Kutch,2021,Cybercrime,1145,904,398,5616745,20.39
Gujarat,Kutch,2021,Dowry Deaths,1011,816,526,5616745,18
Gujarat,Kutch,2021,Fraud,297,279,179,5616745,5.29
Gujarat,Kutch,2022,Murder,1014,878,631,5616745,18.05
Gujarat,Kutch,2022,Rape,160,106,65,5616745,2.85
Gujarat,Kutch,2022,Kidnapping,1032,784,559,5616745,18.37
Gujarat,Kutch,2022,Theft,985,934,567,5616745,17.54
Gujarat,Kutch,2022,Robbery,1123,817,408,5616745,19.99
Gujarat,Kutch,2022,Assault,864,610,304,5616745,15.38
Gujarat,Kutch,2022,Burglary,897,621,393,5616745,15.97
Gujarat,Kutch,2022,Cybercrime,749,528,260,5616745,13.34
Gujarat,Kutch,2022,Dowry Deaths,205,141,105,5616745,3.65
Gujarat,Kutch,2022,Fraud,1133,943,706,5616745,20.17
Gujarat,Kutch,2023,Murder,567,470,232,5616745,10.09
Gujarat,Kutch,2023,Rape,702,559,214,5616745,12.5
Gujarat,Kutch,2023,Kidnapping,815,556,403,5616745,14.51
Gujarat,Kutch,2023,Theft,60,42,19,5616745,1.07
Gujarat,Kutch,2023,Robbery,1191,964,412,5616745,21.2
Gujarat,Kutch,2023,Assault,362,337,238,5616745,6.45
Gujarat,Kutch,2023,Burglary,517,425,314,5616745,9.2
Gujarat,Kutch,2023,Cybercrime,553,496,255,5616745,9.85
Gujarat,Kutch,2023,Dowry Deaths,548,500,247,5616745,9.76
Gujarat,Kutch,2023,Fraud,344,294,164,5616745,6.12
Gujarat,Anand,2014,Murder,79,53,34,4465941,1.77
Gujarat,Anand,2014,Rape,20,16,7,4465941,0.45
Gujarat,Anand,2014,Kidnapping,1061,710,481,4465941,23.76
Gujarat,Anand,2014,Theft,442,293,173,4465941,9.9
Gujarat,Anand,2014,Robbery,887,681,490,4465941,19.86
Gujarat,Anand,2014,Assault,107,82,39,4465941,2.4
Gujarat,Anand,2014,Burglary,100,83,58,4465941,2.24
Gujarat,Anand,2014,Cybercrime,729,682,490,4465941,16.32
Gujarat,Anand,2014,Dowry Deaths,378,302,213,4465941,8.46
Gujarat,Anand,2014,Fraud,303,251,187,4465941,6.78
Gujarat,Anand,2015,Murder,220,204,101,4465941,4.93
Gujarat,Anand,2015,Rape,1087,961,604,4465941,24.34
Gujarat,Anand,2015,Kidnapping,740,676,448,4465941,16.57
Gujarat,Anand,2015,Theft,244,166,68,4465941,5.46
Gujarat,Anand,2015,Robbery,386,318,141,4465941,8.64
Gujarat,Anand,2015,Assault,628,586,369,4465941,14.06
Gujarat,Anand,2015,Burglary,424,394,242,4465941,9.49
Gujarat,Anand,2015,Cybercrime,615,540,347,4465941,13.77
Gujarat,Anand,2015,Dowry Deaths,753,561,351,4465941,16.86
Gujarat,Anand,2015,Fraud,898,755,477,4465941,20.11
Gujarat,Anand,2016,Murder,608,500,251,4465941,13.61
Gujarat,Anand,2016,Rape,373,319,175,4465941,8.35
Gujarat,Anand,2016,Kidnapping,776,577,208,4465941,17.38
Gujarat,Anand,2016,Theft,475,366,129,4465941,10.64
Gujarat,Anand,2016,Robbery,540,362,140,4465941,12.09
Gujarat,Anand,2016,Assault,65,45,16,4465941,1.46
Gujarat,Anand,2016,Burglary,917,627,413,4465941,20.53
Gujarat,Anand,2016,Cybercrime,412,313,224,4465941,9.23
Gujarat,Anand,2016,Dowry Deaths,977,801,546,4465941,21.88
Gujarat,Anand,2016,Fraud,494,332,221,4465941,11.06
Gujarat,Anand,2017,Murder,912,718,453,4465941,20.42
Gujarat,Anand,2017,Rape,255,175,70,4465941,5.71
Gujarat,Anand,2017,Kidnapping,728,505,317,4465941,16.3
Gujarat,Anand,2017,Theft,372,345,211,4465941,8.33
Gujarat,Anand,2017,Robbery,249,163,70,4465941,5.58
